destinatario,userIp,notificationId,mensaje,latencia_ms,timestamp
Buyer,192.168.2.48,notif-1756614660027-1163,Este es el mensaje de la notificacion,505,1756614660919
Seller,192.168.1.29,notif-1756614660051-2228,Este es el mensaje de la notificacion,505,1756614661024
Buyer,192.168.2.47,notif-1756614660051-2228,Este es el mensaje de la notificacion,505,1756614661024
Seller,192.168.1.35,notif-1756614660064-6372,Este es el mensaje de la notificacion,510,1756614661056
Buyer,192.168.2.85,notif-1756614660064-6372,Este es el mensaje de la notificacion,510,1756614661056
Seller,192.168.1.89,notif-1756614660227-3885,Este es el mensaje de la notificacion,503,1756614661135
Buyer,192.168.2.44,notif-1756614660227-3885,Este es el mensaje de la notificacion,503,1756614661135
Seller,192.168.1.52,notif-1756614660073-7684,Este es el mensaje de la notificacion,505,1756614661135
Buyer,192.168.2.1,notif-1756614660073-7684,Este es el mensaje de la notificacion,505,1756614661135
Seller,192.168.1.61,notif-1756614660302-3843,Este es el mensaje de la notificacion,504,1756614661214
Buyer,192.168.2.94,notif-1756614660302-3843,Este es el mensaje de la notificacion,504,1756614661214
Seller,192.168.1.55,notif-1756614660323-578,Este es el mensaje de la notificacion,503,1756614661254
Buyer,192.168.2.46,notif-1756614660323-578,Este es el mensaje de la notificacion,503,1756614661254
Seller,192.168.1.11,notif-1756614660311-1489,Este es el mensaje de la notificacion,503,1756614661254
Buyer,192.168.2.83,notif-1756614660311-1489,Este es el mensaje de la notificacion,503,1756614661254
Seller,192.168.1.68,notif-1756614660328-9330,Este es el mensaje de la notificacion,507,1756614661310
Buyer,192.168.2.2,notif-1756614660328-9330,Este es el mensaje de la notificacion,507,1756614661310
Seller,192.168.1.19,notif-1756614660350-1368,Este es el mensaje de la notificacion,507,1756614661377
Buyer,192.168.2.79,notif-1756614660350-1368,Este es el mensaje de la notificacion,507,1756614661377
Seller,192.168.1.91,notif-1756614660403-5140,Este es el mensaje de la notificacion,508,1756614661429
Buyer,192.168.2.11,notif-1756614660403-5140,Este es el mensaje de la notificacion,508,1756614661429
Seller,192.168.1.92,notif-1756614660657-8511,Este es el mensaje de la notificacion,503,1756614661529
Buyer,192.168.2.15,notif-1756614660657-8511,Este es el mensaje de la notificacion,503,1756614661529
Seller,192.168.1.51,notif-1756614660667-5871,Este es el mensaje de la notificacion,507,1756614661563
Buyer,192.168.2.82,notif-1756614660667-5871,Este es el mensaje de la notificacion,507,1756614661563
Seller,192.168.1.16,notif-1756614660791-1606,Este es el mensaje de la notificacion,506,1756614661646
Buyer,192.168.2.40,notif-1756614660791-1606,Este es el mensaje de la notificacion,506,1756614661646
Seller,192.168.1.21,notif-1756614660791-7878,Este es el mensaje de la notificacion,508,1756614661646
Buyer,192.168.2.11,notif-1756614660791-7878,Este es el mensaje de la notificacion,508,1756614661646
Seller,192.168.1.29,notif-1756614660828-231,Este es el mensaje de la notificacion,501,1756614661717
Buyer,192.168.2.45,notif-1756614660828-231,Este es el mensaje de la notificacion,501,1756614661717
Seller,192.168.1.7,notif-1756614660931-5632,Este es el mensaje de la notificacion,504,1756614661760
Buyer,192.168.2.97,notif-1756614660931-5632,Este es el mensaje de la notificacion,504,1756614661760
Seller,192.168.1.38,notif-1756614661024-7203,Este es el mensaje de la notificacion,501,1756614661760
Buyer,192.168.2.11,notif-1756614661024-7203,Este es el mensaje de la notificacion,501,1756614661760
Seller,192.168.1.81,notif-1756614661056-7296,Este es el mensaje de la notificacion,509,1756614661827
Buyer,192.168.2.45,notif-1756614661056-7296,Este es el mensaje de la notificacion,509,1756614661827
Seller,192.168.1.26,notif-1756614661254-1194,Este es el mensaje de la notificacion,505,1756614661886
Buyer,192.168.2.79,notif-1756614661254-1194,Este es el mensaje de la notificacion,505,1756614661886
Seller,192.168.1.89,notif-1756614661297-8991,Este es el mensaje de la notificacion,513,1756614661943
Buyer,192.168.2.42,notif-1756614661297-8991,Este es el mensaje de la notificacion,513,1756614661943
Seller,192.168.1.29,notif-1756614661302-2535,Este es el mensaje de la notificacion,508,1756614662041
Buyer,192.168.2.39,notif-1756614661302-2535,Este es el mensaje de la notificacion,508,1756614662041
Seller,192.168.1.76,notif-1756614661368-9834,Este es el mensaje de la notificacion,503,1756614662073
Buyer,192.168.2.98,notif-1756614661368-9834,Este es el mensaje de la notificacion,503,1756614662073
Seller,192.168.1.1,notif-1756614661468-422,Este es el mensaje de la notificacion,508,1756614662160
Buyer,192.168.2.64,notif-1756614661468-422,Este es el mensaje de la notificacion,508,1756614662160
Seller,192.168.1.97,notif-1756614661441-615,Este es el mensaje de la notificacion,510,1756614662160
Buyer,192.168.2.16,notif-1756614661441-615,Este es el mensaje de la notificacion,510,1756614662160
Seller,192.168.1.55,notif-1756614661474-4421,Este es el mensaje de la notificacion,506,1756614662225
Buyer,192.168.2.99,notif-1756614661474-4421,Este es el mensaje de la notificacion,506,1756614662225
Seller,192.168.1.58,notif-1756614661528-3871,Este es el mensaje de la notificacion,511,1756614662274
Buyer,192.168.2.60,notif-1756614661528-3871,Este es el mensaje de la notificacion,511,1756614662274
Seller,192.168.1.98,notif-1756614661544-2401,Este es el mensaje de la notificacion,511,1756614662274
Buyer,192.168.2.33,notif-1756614661544-2401,Este es el mensaje de la notificacion,511,1756614662274
Seller,192.168.1.36,notif-1756614661594-614,Este es el mensaje de la notificacion,510,1756614662341
Buyer,192.168.2.15,notif-1756614661594-614,Este es el mensaje de la notificacion,510,1756614662341
Seller,192.168.1.32,notif-1756614661611-1445,Este es el mensaje de la notificacion,501,1756614662392
Buyer,192.168.2.23,notif-1756614661611-1445,Este es el mensaje de la notificacion,501,1756614662392
Seller,192.168.1.13,notif-1756614661618-5234,Este es el mensaje de la notificacion,504,1756614662451
Buyer,192.168.2.14,notif-1756614661618-5234,Este es el mensaje de la notificacion,504,1756614662451
Seller,192.168.1.60,notif-1756614661661-7051,Este es el mensaje de la notificacion,503,1756614662544
Buyer,192.168.2.12,notif-1756614661661-7051,Este es el mensaje de la notificacion,503,1756614662544
Seller,192.168.1.34,notif-1756614661683-8473,Este es el mensaje de la notificacion,502,1756614662578
Buyer,192.168.2.31,notif-1756614661683-8473,Este es el mensaje de la notificacion,502,1756614662578
Seller,192.168.1.81,notif-1756614661787-1961,Este es el mensaje de la notificacion,500,1756614662663
Buyer,192.168.2.51,notif-1756614661787-1961,Este es el mensaje de la notificacion,500,1756614662663
Seller,192.168.1.54,notif-1756614661827-7759,Este es el mensaje de la notificacion,509,1756614662673
Buyer,192.168.2.31,notif-1756614661827-7759,Este es el mensaje de la notificacion,509,1756614662673
Seller,192.168.1.16,notif-1756614661842-2152,Este es el mensaje de la notificacion,539,1756614662766
Buyer,192.168.2.18,notif-1756614661842-2152,Este es el mensaje de la notificacion,539,1756614662766
Seller,192.168.1.45,notif-1756614662001-596,Este es el mensaje de la notificacion,511,1756614662789
Buyer,192.168.2.49,notif-1756614662001-596,Este es el mensaje de la notificacion,511,1756614662789
Seller,192.168.1.20,notif-1756614661878-7249,Este es el mensaje de la notificacion,514,1756614662791
Buyer,192.168.2.60,notif-1756614661878-7249,Este es el mensaje de la notificacion,514,1756614662791
Seller,192.168.1.32,notif-1756614662057-6042,Este es el mensaje de la notificacion,510,1756614662856
Buyer,192.168.2.99,notif-1756614662057-6042,Este es el mensaje de la notificacion,510,1756614662856
Seller,192.168.1.65,notif-1756614662089-6327,Este es el mensaje de la notificacion,509,1756614662903
Buyer,192.168.2.91,notif-1756614662089-6327,Este es el mensaje de la notificacion,509,1756614662903
Seller,192.168.1.68,notif-1756614662089-5044,Este es el mensaje de la notificacion,501,1756614662954
Buyer,192.168.2.12,notif-1756614662089-5044,Este es el mensaje de la notificacion,501,1756614662954
Seller,192.168.1.8,notif-1756614662098-3601,Este es el mensaje de la notificacion,510,1756614663056
Buyer,192.168.2.48,notif-1756614662098-3601,Este es el mensaje de la notificacion,510,1756614663056
Seller,192.168.1.68,notif-1756614662301-3229,Este es el mensaje de la notificacion,509,1756614663089
Buyer,192.168.2.34,notif-1756614662301-3229,Este es el mensaje de la notificacion,509,1756614663089
Seller,192.168.1.95,notif-1756614662325-4683,Este es el mensaje de la notificacion,503,1756614663168
Buyer,192.168.2.69,notif-1756614662325-4683,Este es el mensaje de la notificacion,503,1756614663168
Seller,192.168.1.35,notif-1756614662418-5254,Este es el mensaje de la notificacion,505,1756614663180
Buyer,192.168.2.6,notif-1756614662418-5254,Este es el mensaje de la notificacion,505,1756614663180
Seller,192.168.1.45,notif-1756614662418-5467,Este es el mensaje de la notificacion,506,1756614663275
Buyer,192.168.2.82,notif-1756614662418-5467,Este es el mensaje de la notificacion,506,1756614663275
Seller,192.168.1.91,notif-1756614662497-5501,Este es el mensaje de la notificacion,501,1756614663308
Buyer,192.168.2.98,notif-1756614662497-5501,Este es el mensaje de la notificacion,501,1756614663308
Seller,192.168.1.75,notif-1756614662619-9974,Este es el mensaje de la notificacion,512,1756614663324
Buyer,192.168.2.73,notif-1756614662619-9974,Este es el mensaje de la notificacion,512,1756614663324
Seller,192.168.1.39,notif-1756614662627-5647,Este es el mensaje de la notificacion,502,1756614663359
Buyer,192.168.2.19,notif-1756614662627-5647,Este es el mensaje de la notificacion,502,1756614663359
Seller,192.168.1.2,notif-1756614662655-676,Este es el mensaje de la notificacion,506,1756614663410
Buyer,192.168.2.84,notif-1756614662655-676,Este es el mensaje de la notificacion,506,1756614663410
Seller,192.168.1.22,notif-1756614662705-7567,Este es el mensaje de la notificacion,504,1756614663458
Buyer,192.168.2.70,notif-1756614662705-7567,Este es el mensaje de la notificacion,504,1756614663458
Seller,192.168.1.71,notif-1756614662714-2810,Este es el mensaje de la notificacion,503,1756614663559
Buyer,192.168.2.96,notif-1756614662714-2810,Este es el mensaje de la notificacion,503,1756614663559
Seller,192.168.1.35,notif-1756614662942-8886,Este es el mensaje de la notificacion,506,1756614663602
Buyer,192.168.2.75,notif-1756614662942-8886,Este es el mensaje de la notificacion,506,1756614663602
Seller,192.168.1.42,notif-1756614662944-9817,Este es el mensaje de la notificacion,508,1756614663676
Buyer,192.168.2.50,notif-1756614662944-9817,Este es el mensaje de la notificacion,508,1756614663676
Seller,192.168.1.39,notif-1756614662997-5518,Este es el mensaje de la notificacion,505,1756614663687
Buyer,192.168.2.86,notif-1756614662997-5518,Este es el mensaje de la notificacion,505,1756614663687
Seller,192.168.1.89,notif-1756614663002-3570,Este es el mensaje de la notificacion,506,1756614663782
Buyer,192.168.2.15,notif-1756614663002-3570,Este es el mensaje de la notificacion,506,1756614663782
Seller,192.168.1.85,notif-1756614663072-3682,Este es el mensaje de la notificacion,514,1756614663823
Buyer,192.168.2.60,notif-1756614663072-3682,Este es el mensaje de la notificacion,514,1756614663823
Seller,192.168.1.92,notif-1756614663089-2138,Este es el mensaje de la notificacion,502,1756614663831
Buyer,192.168.2.100,notif-1756614663089-2138,Este es el mensaje de la notificacion,502,1756614663831
Seller,192.168.1.96,notif-1756614663195-4241,Este es el mensaje de la notificacion,516,1756614663877
Buyer,192.168.2.1,notif-1756614663195-4241,Este es el mensaje de la notificacion,516,1756614663877
Seller,192.168.1.61,notif-1756614663326-1888,Este es el mensaje de la notificacion,503,1756614663913
Buyer,192.168.2.90,notif-1756614663326-1888,Este es el mensaje de la notificacion,503,1756614663913
Seller,192.168.1.63,notif-1756614663344-3384,Este es el mensaje de la notificacion,502,1756614663962
Buyer,192.168.2.32,notif-1756614663344-3384,Este es el mensaje de la notificacion,502,1756614663962
Seller,192.168.1.87,notif-1756614663559-9499,Este es el mensaje de la notificacion,501,1756614664067
Buyer,192.168.2.2,notif-1756614663559-9499,Este es el mensaje de la notificacion,501,1756614664067
Seller,192.168.1.85,notif-1756614663576-8303,Este es el mensaje de la notificacion,505,1756614664110
Buyer,192.168.2.43,notif-1756614663576-8303,Este es el mensaje de la notificacion,505,1756614664110
Seller,192.168.1.79,notif-1756614663678-1055,Este es el mensaje de la notificacion,505,1756614664195
Buyer,192.168.2.28,notif-1756614663678-1055,Este es el mensaje de la notificacion,505,1756614664195
Seller,192.168.1.30,notif-1756614663678-3026,Este es el mensaje de la notificacion,511,1756614664195
Buyer,192.168.2.99,notif-1756614663678-3026,Este es el mensaje de la notificacion,511,1756614664195
Seller,192.168.1.76,notif-1756614663760-7738,Este es el mensaje de la notificacion,505,1756614664288
Buyer,192.168.2.57,notif-1756614663760-7738,Este es el mensaje de la notificacion,505,1756614664288
Seller,192.168.1.58,notif-1756614663910-2774,Este es el mensaje de la notificacion,512,1756614664428
Buyer,192.168.2.27,notif-1756614663910-2774,Este es el mensaje de la notificacion,512,1756614664428
Seller,192.168.1.66,notif-1756614664151-858,Este es el mensaje de la notificacion,507,1756614664660
Buyer,192.168.2.24,notif-1756614664151-858,Este es el mensaje de la notificacion,507,1756614664660
Seller,192.168.1.49,notif-1756614664175-4918,Este es el mensaje de la notificacion,501,1756614664684
Buyer,192.168.2.90,notif-1756614664175-4918,Este es el mensaje de la notificacion,501,1756614664684
Seller,192.168.1.26,notif-1756614664238-1550,Este es el mensaje de la notificacion,502,1756614664746
Buyer,192.168.2.69,notif-1756614664238-1550,Este es el mensaje de la notificacion,502,1756614664746
Seller,192.168.1.37,notif-1756614664246-690,Este es el mensaje de la notificacion,503,1756614664756
Buyer,192.168.2.86,notif-1756614664246-690,Este es el mensaje de la notificacion,503,1756614664756
Seller,192.168.1.41,notif-1756614664288-2846,Este es el mensaje de la notificacion,506,1756614664803
Buyer,192.168.2.5,notif-1756614664288-2846,Este es el mensaje de la notificacion,506,1756614664803
Seller,192.168.1.25,notif-1756614664297-3374,Este es el mensaje de la notificacion,505,1756614664808
Buyer,192.168.2.44,notif-1756614664297-3374,Este es el mensaje de la notificacion,505,1756614664808
Seller,192.168.1.11,notif-1756614664319-3100,Este es el mensaje de la notificacion,510,1756614664835
Buyer,192.168.2.74,notif-1756614664319-3100,Este es el mensaje de la notificacion,510,1756614664835
Seller,192.168.1.79,notif-1756614664319-6100,Este es el mensaje de la notificacion,510,1756614664835
Buyer,192.168.2.24,notif-1756614664319-6100,Este es el mensaje de la notificacion,510,1756614664835
Seller,192.168.1.31,notif-1756614664330-6642,Este es el mensaje de la notificacion,505,1756614664838
Buyer,192.168.2.24,notif-1756614664330-6642,Este es el mensaje de la notificacion,505,1756614664838
Seller,192.168.1.71,notif-1756614664378-4782,Este es el mensaje de la notificacion,513,1756614664944
Buyer,192.168.2.9,notif-1756614664378-4782,Este es el mensaje de la notificacion,513,1756614664944
Seller,192.168.1.96,notif-1756614664385-7712,Este es el mensaje de la notificacion,506,1756614665167
Buyer,192.168.2.22,notif-1756614664385-7712,Este es el mensaje de la notificacion,506,1756614665167
Seller,192.168.1.53,notif-1756614664429-2344,Este es el mensaje de la notificacion,508,1756614665192
Buyer,192.168.2.13,notif-1756614664429-2344,Este es el mensaje de la notificacion,508,1756614665192
Seller,192.168.1.53,notif-1756614664429-5254,Este es el mensaje de la notificacion,504,1756614665250
Buyer,192.168.2.7,notif-1756614664429-5254,Este es el mensaje de la notificacion,504,1756614665250
Seller,192.168.1.76,notif-1756614664445-8829,Este es el mensaje de la notificacion,503,1756614665260
Buyer,192.168.2.8,notif-1756614664445-8829,Este es el mensaje de la notificacion,503,1756614665260
Seller,192.168.1.58,notif-1756614664463-9552,Este es el mensaje de la notificacion,503,1756614665307
Buyer,192.168.2.34,notif-1756614664463-9552,Este es el mensaje de la notificacion,503,1756614665307
Seller,192.168.1.76,notif-1756614664495-3797,Este es el mensaje de la notificacion,505,1756614665315
Buyer,192.168.2.61,notif-1756614664495-3797,Este es el mensaje de la notificacion,505,1756614665315
Seller,192.168.1.14,notif-1756614664777-6090,Este es el mensaje de la notificacion,502,1756614665341
Buyer,192.168.2.18,notif-1756614664777-6090,Este es el mensaje de la notificacion,502,1756614665341
Seller,192.168.1.52,notif-1756614664588-255,Este es el mensaje de la notificacion,504,1756614665341
Buyer,192.168.2.58,notif-1756614664588-255,Este es el mensaje de la notificacion,504,1756614665341
Seller,192.168.1.48,notif-1756614664676-3058,Este es el mensaje de la notificacion,502,1756614665341
Buyer,192.168.2.37,notif-1756614664676-3058,Este es el mensaje de la notificacion,502,1756614665341
Seller,192.168.1.69,notif-1756614664835-9406,Este es el mensaje de la notificacion,507,1756614665455
Buyer,192.168.2.2,notif-1756614664835-9406,Este es el mensaje de la notificacion,507,1756614665455
Seller,192.168.1.32,notif-1756614664858-7533,Este es el mensaje de la notificacion,507,1756614665676
Buyer,192.168.2.99,notif-1756614664858-7533,Este es el mensaje de la notificacion,507,1756614665676
Seller,192.168.1.15,notif-1756614664894-5172,Este es el mensaje de la notificacion,503,1756614665696
Buyer,192.168.2.35,notif-1756614664894-5172,Este es el mensaje de la notificacion,503,1756614665696
Seller,192.168.1.86,notif-1756614664927-1030,Este es el mensaje de la notificacion,502,1756614665752
Buyer,192.168.2.18,notif-1756614664927-1030,Este es el mensaje de la notificacion,502,1756614665752
Seller,192.168.1.41,notif-1756614664993-4355,Este es el mensaje de la notificacion,510,1756614665772
Buyer,192.168.2.28,notif-1756614664993-4355,Este es el mensaje de la notificacion,510,1756614665772
Seller,192.168.1.8,notif-1756614665051-3465,Este es el mensaje de la notificacion,501,1756614665819
Buyer,192.168.2.79,notif-1756614665051-3465,Este es el mensaje de la notificacion,501,1756614665819
Seller,192.168.1.98,notif-1756614665034-6606,Este es el mensaje de la notificacion,512,1756614665819
Buyer,192.168.2.56,notif-1756614665034-6606,Este es el mensaje de la notificacion,512,1756614665819
Seller,192.168.1.88,notif-1756614665193-4638,Este es el mensaje de la notificacion,508,1756614665852
Buyer,192.168.2.89,notif-1756614665193-4638,Este es el mensaje de la notificacion,508,1756614665852
Seller,192.168.1.8,notif-1756614665218-602,Este es el mensaje de la notificacion,509,1756614665856
Buyer,192.168.2.74,notif-1756614665218-602,Este es el mensaje de la notificacion,509,1756614665856
Seller,192.168.1.82,notif-1756614665201-3317,Este es el mensaje de la notificacion,507,1756614665854
Buyer,192.168.2.3,notif-1756614665201-3317,Este es el mensaje de la notificacion,507,1756614665854
Seller,192.168.1.17,notif-1756614665291-189,Este es el mensaje de la notificacion,503,1756614665960
Buyer,192.168.2.100,notif-1756614665291-189,Este es el mensaje de la notificacion,503,1756614665960
Seller,192.168.1.84,notif-1756614665326-2861,Este es el mensaje de la notificacion,500,1756614666179
Buyer,192.168.2.83,notif-1756614665326-2861,Este es el mensaje de la notificacion,500,1756614666179
Seller,192.168.1.41,notif-1756614665398-8128,Este es el mensaje de la notificacion,514,1756614666210
Buyer,192.168.2.57,notif-1756614665398-8128,Este es el mensaje de la notificacion,514,1756614666210
Seller,192.168.1.43,notif-1756614665551-1689,Este es el mensaje de la notificacion,507,1756614666259
Buyer,192.168.2.67,notif-1756614665551-1689,Este es el mensaje de la notificacion,507,1756614666259
Seller,192.168.1.8,notif-1756614665718-9181,Este es el mensaje de la notificacion,507,1756614666283
Buyer,192.168.2.96,notif-1756614665718-9181,Este es el mensaje de la notificacion,507,1756614666283
Seller,192.168.1.80,notif-1756614665836-87,Este es el mensaje de la notificacion,511,1756614666357
Buyer,192.168.2.55,notif-1756614665836-87,Este es el mensaje de la notificacion,511,1756614666357
Seller,192.168.1.90,notif-1756614665861-5772,Este es el mensaje de la notificacion,506,1756614666378
Buyer,192.168.2.12,notif-1756614665861-5772,Este es el mensaje de la notificacion,506,1756614666378
Seller,192.168.1.5,notif-1756614665979-5635,Este es el mensaje de la notificacion,505,1756614666487
Buyer,192.168.2.78,notif-1756614665979-5635,Este es el mensaje de la notificacion,505,1756614666487
Seller,192.168.1.39,notif-1756614666083-2301,Este es el mensaje de la notificacion,508,1756614666591
Buyer,192.168.2.18,notif-1756614666083-2301,Este es el mensaje de la notificacion,508,1756614666591
Seller,192.168.1.90,notif-1756614666341-6560,Este es el mensaje de la notificacion,504,1756614666850
Buyer,192.168.2.29,notif-1756614666341-6560,Este es el mensaje de la notificacion,504,1756614666850
Seller,192.168.1.39,notif-1756614666426-4533,Este es el mensaje de la notificacion,502,1756614666930
Buyer,192.168.2.98,notif-1756614666426-4533,Este es el mensaje de la notificacion,502,1756614666930
Seller,192.168.1.53,notif-1756614666475-2136,Este es el mensaje de la notificacion,502,1756614666984
Buyer,192.168.2.1,notif-1756614666475-2136,Este es el mensaje de la notificacion,502,1756614666984
Seller,192.168.1.31,notif-1756614666543-8832,Este es el mensaje de la notificacion,512,1756614667060
Buyer,192.168.2.97,notif-1756614666543-8832,Este es el mensaje de la notificacion,512,1756614667060
Seller,192.168.1.51,notif-1756614666657-8260,Este es el mensaje de la notificacion,509,1756614667170
Buyer,192.168.2.10,notif-1756614666657-8260,Este es el mensaje de la notificacion,509,1756614667170
Seller,192.168.1.17,notif-1756614666672-6529,Este es el mensaje de la notificacion,508,1756614667183
Buyer,192.168.2.9,notif-1756614666672-6529,Este es el mensaje de la notificacion,508,1756614667183
Seller,192.168.1.70,notif-1756614666718-821,Este es el mensaje de la notificacion,504,1756614667224
Buyer,192.168.2.58,notif-1756614666718-821,Este es el mensaje de la notificacion,504,1756614667224
Seller,192.168.1.47,notif-1756614666744-9980,Este es el mensaje de la notificacion,512,1756614667259
Buyer,192.168.2.27,notif-1756614666744-9980,Este es el mensaje de la notificacion,512,1756614667259
Seller,192.168.1.78,notif-1756614666850-9093,Este es el mensaje de la notificacion,516,1756614667366
Buyer,192.168.2.14,notif-1756614666850-9093,Este es el mensaje de la notificacion,516,1756614667366
Seller,192.168.1.70,notif-1756614666939-5011,Este es el mensaje de la notificacion,511,1756614667450
Buyer,192.168.2.65,notif-1756614666939-5011,Este es el mensaje de la notificacion,511,1756614667450
Seller,192.168.1.50,notif-1756614667004-7083,Este es el mensaje de la notificacion,510,1756614667520
Buyer,192.168.2.88,notif-1756614667004-7083,Este es el mensaje de la notificacion,510,1756614667520
Seller,192.168.1.56,notif-1756614667108-7001,Este es el mensaje de la notificacion,506,1756614667616
Buyer,192.168.2.94,notif-1756614667108-7001,Este es el mensaje de la notificacion,506,1756614667616
Seller,192.168.1.10,notif-1756614667342-9806,Este es el mensaje de la notificacion,508,1756614667850
Buyer,192.168.2.67,notif-1756614667342-9806,Este es el mensaje de la notificacion,508,1756614667850
Seller,192.168.1.85,notif-1756614667393-5234,Este es el mensaje de la notificacion,502,1756614667902
Buyer,192.168.2.35,notif-1756614667393-5234,Este es el mensaje de la notificacion,502,1756614667902
Seller,192.168.1.52,notif-1756614667393-9305,Este es el mensaje de la notificacion,502,1756614667902
Buyer,192.168.2.70,notif-1756614667393-9305,Este es el mensaje de la notificacion,502,1756614667902
Seller,192.168.1.62,notif-1756614667451-6873,Este es el mensaje de la notificacion,506,1756614667958
Buyer,192.168.2.5,notif-1756614667451-6873,Este es el mensaje de la notificacion,506,1756614667958
Seller,192.168.1.68,notif-1756614667520-9151,Este es el mensaje de la notificacion,506,1756614668032
Buyer,192.168.2.36,notif-1756614667520-9151,Este es el mensaje de la notificacion,506,1756614668032
Seller,192.168.1.39,notif-1756614667536-5800,Este es el mensaje de la notificacion,509,1756614668050
Buyer,192.168.2.6,notif-1756614667536-5800,Este es el mensaje de la notificacion,509,1756614668050
Seller,192.168.1.42,notif-1756614667544-6449,Este es el mensaje de la notificacion,506,1756614668056
Buyer,192.168.2.47,notif-1756614667544-6449,Este es el mensaje de la notificacion,506,1756614668056
Seller,192.168.1.65,notif-1756614667607-5372,Este es el mensaje de la notificacion,507,1756614668119
Buyer,192.168.2.88,notif-1756614667607-5372,Este es el mensaje de la notificacion,507,1756614668119
Seller,192.168.1.66,notif-1756614667640-8972,Este es el mensaje de la notificacion,502,1756614668149
Buyer,192.168.2.8,notif-1756614667640-8972,Este es el mensaje de la notificacion,502,1756614668149
Seller,192.168.1.93,notif-1756614667752-7696,Este es el mensaje de la notificacion,502,1756614668262
Buyer,192.168.2.44,notif-1756614667752-7696,Este es el mensaje de la notificacion,502,1756614668262
Seller,192.168.1.81,notif-1756614667810-9323,Este es el mensaje de la notificacion,507,1756614668359
Buyer,192.168.2.81,notif-1756614667810-9323,Este es el mensaje de la notificacion,507,1756614668359
Seller,192.168.1.45,notif-1756614667817-5215,Este es el mensaje de la notificacion,506,1756614668410
Buyer,192.168.2.13,notif-1756614667817-5215,Este es el mensaje de la notificacion,506,1756614668410
Seller,192.168.1.6,notif-1756614667865-2141,Este es el mensaje de la notificacion,505,1756614668410
Buyer,192.168.2.6,notif-1756614667865-2141,Este es el mensaje de la notificacion,505,1756614668410
Seller,192.168.1.90,notif-1756614667878-3080,Este es el mensaje de la notificacion,501,1756614668461
Buyer,192.168.2.13,notif-1756614667878-3080,Este es el mensaje de la notificacion,501,1756614668461
Seller,192.168.1.6,notif-1756614667966-1754,Este es el mensaje de la notificacion,509,1756614668545
Buyer,192.168.2.9,notif-1756614667966-1754,Este es el mensaje de la notificacion,509,1756614668545
Seller,192.168.1.16,notif-1756614667966-3289,Este es el mensaje de la notificacion,503,1756614668555
Buyer,192.168.2.81,notif-1756614667966-3289,Este es el mensaje de la notificacion,503,1756614668555
Seller,192.168.1.47,notif-1756614667997-2061,Este es el mensaje de la notificacion,502,1756614668563
Buyer,192.168.2.59,notif-1756614667997-2061,Este es el mensaje de la notificacion,502,1756614668563
Seller,192.168.1.58,notif-1756614667996-306,Este es el mensaje de la notificacion,506,1756614668625
Buyer,192.168.2.15,notif-1756614667996-306,Este es el mensaje de la notificacion,506,1756614668625
Seller,192.168.1.99,notif-1756614668006-2412,Este es el mensaje de la notificacion,508,1756614668657
Buyer,192.168.2.14,notif-1756614668006-2412,Este es el mensaje de la notificacion,508,1756614668657
Seller,192.168.1.2,notif-1756614668076-5672,Este es el mensaje de la notificacion,513,1756614668776
Buyer,192.168.2.26,notif-1756614668076-5672,Este es el mensaje de la notificacion,513,1756614668776
Seller,192.168.1.66,notif-1756614668084-4076,Este es el mensaje de la notificacion,506,1756614668866
Buyer,192.168.2.80,notif-1756614668084-4076,Este es el mensaje de la notificacion,506,1756614668866
Seller,192.168.1.46,notif-1756614668278-8936,Este es el mensaje de la notificacion,512,1756614668927
Buyer,192.168.2.28,notif-1756614668278-8936,Este es el mensaje de la notificacion,512,1756614668927
Seller,192.168.1.76,notif-1756614668129-7168,Este es el mensaje de la notificacion,517,1756614668930
Buyer,192.168.2.63,notif-1756614668129-7168,Este es el mensaje de la notificacion,517,1756614668930
Seller,192.168.1.86,notif-1756614668321-4587,Este es el mensaje de la notificacion,507,1756614668972
Buyer,192.168.2.87,notif-1756614668321-4587,Este es el mensaje de la notificacion,507,1756614668972
Seller,192.168.1.96,notif-1756614668405-6850,Este es el mensaje de la notificacion,504,1756614669051
Buyer,192.168.2.17,notif-1756614668405-6850,Este es el mensaje de la notificacion,504,1756614669051
Seller,192.168.1.51,notif-1756614668487-5074,Este es el mensaje de la notificacion,506,1756614669061
Buyer,192.168.2.15,notif-1756614668487-5074,Este es el mensaje de la notificacion,506,1756614669061
Seller,192.168.1.37,notif-1756614668809-9265,Este es el mensaje de la notificacion,507,1756614669330
Buyer,192.168.2.10,notif-1756614668809-9265,Este es el mensaje de la notificacion,507,1756614669330
Seller,192.168.1.6,notif-1756614668809-5266,Este es el mensaje de la notificacion,508,1756614669332
Buyer,192.168.2.32,notif-1756614668809-5266,Este es el mensaje de la notificacion,508,1756614669332
Seller,192.168.1.100,notif-1756614668837-3259,Este es el mensaje de la notificacion,502,1756614669362
Buyer,192.168.2.86,notif-1756614668837-3259,Este es el mensaje de la notificacion,502,1756614669362
Seller,192.168.1.39,notif-1756614668819-8340,Este es el mensaje de la notificacion,503,1756614669363
Buyer,192.168.2.86,notif-1756614668819-8340,Este es el mensaje de la notificacion,503,1756614669363
Seller,192.168.1.34,notif-1756614668868-9830,Este es el mensaje de la notificacion,507,1756614669389
